geneName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
IQGAP3,2244.103380603874,3.7032705522690854,0.11552459072850146,32.05612353972563,1.8037491448394333e-225,4.141678598923065e-222
CLEC3B,445.93622482999166,-3.9754678163192105,0.1248531998881095,-31.841136790101746,1.7460572994756053e-222,3.8182947316103914e-219
SLC2A4,275.3395422132842,-4.635712883498822,0.14659525630888925,-31.622529952340084,1.8099086099030597e-219,3.778019686026282e-216
UBE2C,2262.105953051001,4.197166881855327,0.13274345134550047,31.61863609324932,2.0473071514349736e-219,4.087760274580361e-216
GYG2,2258.780362870621,-4.10741944917014,0.12995941043287595,-31.605402298216973,3.112076305128481e-219,5.954828340017301e-216
KCNIP2,770.0302103297787,-5.030465876815039,0.15993417987287348,-31.45335087730211,3.77733727789728e-217,6.9386663925150715e-214
AOC3,4802.076509033892,-3.979454355075453,0.12652693573601131,-31.451440216479103,4.011538457738864e-217,7.085456945951609e-214
TPX2,4461.761312851436,3.5856221990944768,0.11455808791915241,31.299598869221473,4.725321055237731e-215,8.037071067395642e-212
IBSP,161.1150535205437,6.944165813133076,0.22187090889022862,31.298225837118313,4.933031449434026e-215,8.090700116155671e-212
CDC25C,343.71189590852066,3.416705193496791,0.10936006221139248,31.242714427981177,2.803890890370884e-214,4.440106253741452e-211
ASF1B,1521.360467895502,3.069524142432574,0.09831038078847462,31.222787642710752,5.227917877553856e-214,8.002722423030191e-211
