geneName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ART3,165.91314720045906,-2.721761688375284,0.6799506543738257,-4.002881195668214,6.257572942136321e-05,0.006474072893446246
CXCL13,1737.785758711949,-2.4121355660542725,0.5375560230968768,-4.487226377183694,7.215639324437899e-06,0.0015793905503613185
TDRD9,116.39280592493583,-1.7165801495516244,0.4284234265650911,-4.006737361013151,6.156325442806105e-05,0.0064313612807704295
MS4A1,621.4803493304087,-2.5428120382230652,0.5258519607177049,-4.83560436810491,1.3274170411170124e-06,0.0005342024914883756
SUSD3,3771.918977628056,-1.2225983043489452,0.39095996401414723,-3.1271700861541527,0.0017649778644596562,0.04654268311700003
MEGF11,24.19464221064156,-1.0507591099818232,0.3315022742744293,-3.169688993180082,0.0015260218008392764,0.043261037413043664
CD1B,43.21231583543615,-1.7160643823676731,0.5173123969717001,-3.3172690088491184,0.0009090204703383531,0.033467909741091616
PAGE5,7.917419701506315,5.38609723782607,0.6383721511350074,8.43723716369792,3.2492672972021164e-17,2.6137106138693825e-13
PIP,17772.202810266837,-1.9751888653411178,0.6073703434880909,-3.2520337657543967,0.001145824089344434,0.03705330241080051
TNFRSF13C,185.41314846356238,-1.4691936436274926,0.3909083446993701,-3.7584095186235613,0.00017099685188200176,0.0117815732465852
GATD3A,86.79463932520993,-1.1793635909647195,0.3807878421390448,-3.09716713732177,0.001953796810921861,0.04950028833718252
LCN1,2.5626195231930273,1.4777561259679717,0.41794759552313354,3.5357450115685074,0.00040662697706903987,0.02028469707623787
CXCR5,8.902246928792547,-2.189853976428656,0.5635890364738747,-3.8855510570780365,0.00010209803167417962,0.008772906017780344
FCRL3,154.31619109966297,-1.8208181364541955,0.4665548914299045,-3.902687914971215,9.513032929843778e-05,0.008478984696694001
PGLYRP2,443.0110554818709,-2.0026001524851633,0.5461759810299958,-3.666584071874778,0.0002458121276537818,0.01500806645045177
CD300LG,445.9680078827868,-2.1503149672965534,0.5403351437334059,-3.979594872247455,6.903280752088271e-05,0.006855554366641735
AQP5,823.4619061480539,-2.2701947268597813,0.6015900480964496,-3.7736573835340668,0.00016087165416356727,0.011326490906711029
ALPL,1433.1238644816938,1.1586998068420538,0.3060422298453837,3.7860781743337943,0.0001530435459708386,0.01099180610526273
DIRAS3,240.979615544585,-1.5304498672522717,0.3855668274377899,-3.9693504688216605,7.206881606008336e-05,0.007022010826989939
NTNG1,216.7049270017026,-3.286713312149654,0.5855351345359527,-5.613178643420662,1.9864333280720286e-08,2.061789637549858e-05
NPPC,48.612041260694006,-1.5898241191940168,0.48266682514649395,-3.2938334195881187,0.000988310503575812,0.035021892910853884
DAPL1,67.02867487309828,-2.5453314178270396,0.5398011070442797,-4.71531344528763,2.4133893015614847e-06,0.0007765321416704232
IGFN1,37.3367172629812,-1.8890247268351525,0.4392601772752853,-4.300468889651467,1.704370983957933e-05,0.0028414425274523552
FCRL1,51.33194936198437,-2.8166578756409093,0.5681750890322164,-4.957376572842321,7.14514049404652e-07,0.00033319136309629103
TGM4,4.728142620701396,-1.3812926565745944,0.4396055173607529,-3.142118563177782,0.001677301005161685,0.04558951147621185
SCRG1,103.96007649927697,-2.085939249648498,0.49932123664517425,-4.177549634506734,2.946663756533844e-05,0.003916400927371899
NPY1R,8522.094095052507,-1.7359863156039905,0.5430452339739956,-3.1967619030556125,0.0013897959360917593,0.04092438582447888
CARTPT,835.0813519758603,-10.83415897714391,1.3937181365378781,-7.773565323657866,7.630727399395928e-15,4.092104746716057e-11
ACSL6,95.04427419614403,-1.4245869725307354,0.4030251898332995,-3.5347343254648114,0.00040818533719896784,0.020330915494913296
GDF9,123.63498200416423,-1.5363412366402391,0.33415108691614964,-4.597744244434439,4.270898120833837e-06,0.0011155659591055803
FABP7,291.931361765645,-2.110827876712723,0.6696628433129705,-3.152075552333155,0.0016211432102181237,0.04474356752982789
PI16,864.6785374733594,-1.6653538518066986,0.5119795745155525,-3.2527740064288633,0.0011428435069494153,0.03705330241080051
C8orf34,71.94742705954135,-1.665080238190078,0.42348259294505974,-3.9318740980838762,8.428620734982538e-05,0.007815541808899082
RNF183,177.42578888221692,-1.6070272290735634,0.4617629494974008,-3.4801995933686514,0.0005010403644296873,0.02296568933255324
COMTD1,580.7109846575099,1.3014120646459058,0.27676564266345094,4.702216836316032,2.5735198286525588e-06,0.0008118193530071052
CACNB2,203.5625458897019,-1.3107926498612816,0.293870581399802,-4.460441884374905,8.179083648794657e-06,0.0016978722289265604
SVOP,3.7651219611959306,-2.0907155747670254,0.6735816461628943,-3.10387847809829,0.0019100176467963072,0.0488915893423373
SYNPO2L,255.15272726827592,-2.400926981088118,0.5823000126148477,-4.123178652026185,3.736796476733958e-05,0.004537175978694031
WDR72,177.88936432870005,-2.4130456397456808,0.6219185557254867,-3.880002642678494,0.00010445532989542116,0.008844617617671241
CLEC3A,5215.193323700881,-3.398258641704662,0.8861019390375986,-3.835065122863329,0.0001255310295691215,0.00977987023587422
SLC38A8,2.1772307344943194,1.9105409891968785,0.5344012918898624,3.575105483821757,0.00035008671826723664,0.018588102717766678
MMP10,305.133865158828,-1.8503843541876144,0.4850323892762139,-3.8149707011295413,0.00013619909220665194,0.010201391083758575
